Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/05/2023,"15,400.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,,4502663532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/05/2023,"15,365.35",AUD,Sterling Infrastructure Pty Ltd,103-111 Bakehouse Road Kensington VIC 3031,NO,NO,,,,,,,,,4502661815,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/05/2023,"15,252.60",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502662005,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/05/2023,"15,171.75",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502662253,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,31/05/2023,"15,162.55",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502672176,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,23/05/2023,"15,157.41",AUD,Moore Construction Services Pty Ltd,1576 Sandgate Road Virginia QLD 4014,NO,NO,,,,,,,,,4502666734,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,15/05/2023,"15,103.00",AUD,Safe Dig Vacuum Excavation,18 Neon Street Sumner Park QLD 4074,NO,NO,,,,,,,,,4502663604,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,19/05/2023,"15,053.50",AUD,Total Building Maintenance-Qld,PO Box 381 Virginia QLD 4014,NO,NO,,,,,,,,,4502664436,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/05/2023,"15,015.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502661969,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/05/2023,"15,015.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502667628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/05/2023,"15,008.95",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502667639,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,26/05/2023,"14,969.90",AUD,Meales Brisbane Concrete Pumping,113D Oakwal Lane Windsor QLD 4030,NO,NO,,,,,,,,,4502667508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FIRE SAF & ENV EQUIP,4/05/2023,"14,866.50",AUD,GCG Health Safety & Hygiene,205 Montague Road West End QLD 4101,NO,NO,,,,,,,,,4502661985,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,3/05/2023,"14,851.28",AUD,JBE Services,PO Box 5107 Brendale QLD 4500,NO,NO,,,,,,,,,4502661696,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,8/05/2023,"14,805.42",AUD,MFB Products Pty Ltd,105 Lewis Road Wantirna South VIC 3152,NO,NO,,,,,,,,,4502662480,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/05/2023,"14,693.25",AUD,Yilay,7 Johnston Street Carina QLD 4152,NO,NO,,,,,,,,,4502662327,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,5/05/2023,"14,649.80",AUD,Melvelle Equipment Corp Pty Ltd,10 Rogilla Close Maryland NSW 2287,NO,NO,,,,,,,,,4502662195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,16/05/2023,"14,572.80",AUD,Graffiti - Enz,194 Breakfast Creek Road Newstead QLD 4006,NO,NO,,,,,,,,,4502663702,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REFRIG & A/C EQUIP,24/05/2023,"14,569.63",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502667079,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,29/05/2023,"14,538.70",AUD,Cubis Systems,73 Ballarat - Carngham Road Winter Valley VIC 3358,NO,NO,,,,,,,,,4502667674,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,19/05/2023,"14,317.93",AUD,Applied Measurement Aust Pty Ltd,49 24a Corporate Boulevard Bayswater VIC 3153,NO,NO,,,,,,,,,4502664426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/05/2023,"14,306.50",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502672165,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",METALWORKING MACHINE,9/05/2023,"14,278.00",AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502662670,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,5/01/2023,"14,214.70",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502617328,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,15/05/2023,"14,095.40",AUD,Key Source Rail Pty Ltd,PO Box 4077 Midvale WA 6056,NO,NO,,,,,,,,,4502663407,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/05/2023,"14,080.00",AUD,ASCT,PO Box 4129 Goonellabah NSW 2480,NO,NO,,,,,,,,,4502663100,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/05/2023,"14,062.84",AUD,Austact,60 Zillmere Road Boondall QLD 4034,NO,NO,,,,,,,,,4502666544,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/05/2023,"14,006.00",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502672288,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,9/05/2023,"13,956.80",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502662754,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/05/2023,"13,915.54",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502662025,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/05/2023,"13,915.00",AUD,Clift Engineering Pty Ltd,6 Chelmsbrook Drive Rainbow Flat NSW 2430,NO,NO,,,,,,,,,4502661580,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/05/2023,"13,860.00",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502670513,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/05/2023,"13,679.60",AUD,Gayrad,594 Old Gympie Road Narangba QLD 4504,NO,NO,,,,,,,,,4502667376,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,12/05/2023,"13,623.50",AUD,Mooney's Corp Pty Ltd,PO Box 7234 Hemmant QLD 4174,NO,NO,,,,,,,,,4502663230,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/05/2023,"13,530.00",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502666927,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/05/2023,"13,500.00",AUD,Purple Patch Services,PO Box 9935 Frenchville QLD 4701,NO,NO,,,,,,,,,4502663151,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,30/05/2023,"13,454.10",AUD,Sun Engineering (Qld) Pty Ltd,113 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502672013,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/05/2023,"13,326.50",AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,NO,NO,,,,,,,,,4502662456,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/05/2023,"13,214.00",AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502662984,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,16/05/2023,"13,200.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502663805,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ADVERTISING & GRAP,27/09/2022,"13,200.00",AUD,Helloworld Services Pty Ltd,179 Normanby Road South Melbourne VIC 3205,YES,NO,,,,,,,,,4502576621,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/05/2023,"13,090.00",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502664239,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/05/2023,"13,065.02",AUD,Haymans Electrical,Cnr Musgrave & Miles Streets Rockhampton MC QLD 4700,NO,NO,,,,,,,,,4502667489,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,2/05/2023,"13,004.75",AUD,CSA Specialised Services P/L,134 Logis Blvd Dandenong South VIC 3175,NO,NO,,,,,,,,,4502661505,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/04/2023,"13,004.20",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,YES,NO,,,,,,,,,4502658828,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",15/05/2023,"13,002.00",AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502663619,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/05/2023,"12,958.00",AUD,Provac Australia Pty Ltd,PO Box 3662 Monterey Keys QLD 4212,NO,NO,,,,,,,,,4502662917,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/05/2023,"12,939.30",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502672119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/05/2023,"12,914.00",AUD,Murphy Steel Fabrications Pty Ltd,41 Perkins Street South Townsville QLD 4810,NO,NO,,,,,,,,,4502667672,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLOTHING & UNIFORMS,11/05/2023,"12,905.61",AUD,RWW Group Pty Ltd,PO Box 776 Leeton NSW 2705,NO,NO,,,,,,,,,4502663130,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/11/2022,"12,879.50",AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502597123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/05/2023,"12,870.00",AUD,EDMS Pty Ltd,PO Box 12275 Westcourt QLD 4870,NO,NO,,,,,,,,,4502663103,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TEXTILES & TENTS,23/05/2023,"12,870.00",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502666687,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ALARM SIGNAL SEC SYS,19/05/2023,"12,826.00",AUD,KJ Precision Engineering,388 Newman Road Geebung QLD 4034,NO,NO,,,,,,,,,4502664500,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PAINT ACCESS & ADHES,12/05/2023,"12,825.45",AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502663312,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/11/2021,"12,820.64",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502484000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,22/05/2023,"12,664.99",AUD,Total Tools Virginia,1 Thomas Holt Dr Macquarie Park NSW 2113,NO,NO,,,,,,,,,4502664610,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/05/2023,"12,650.00",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502667666,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/05/2023,"12,650.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502671193,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,17/05/2023,"12,642.48",AUD,Total Drain Cleaning,84 Ingleston Road Wakerley QLD 4154,NO,NO,,,,,,,,,4502663908,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/05/2023,"12,540.00",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,NO,NO,,,,,,,,,4502667256,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/11/2022,"12,490.50",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,YES,NO,,,,,,,,,4502600162,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,22/05/2023,"12,449.25",AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502666553,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",NONMETAL FABR MATLS,25/05/2023,"12,319.56",AUD,Forest One Australia Pty Ltd,PO Box 315 Bungalow QLD 4870,NO,NO,,,,,,,,,4502667240,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,3/05/2023,"12,296.90",AUD,Stantec Australia Pty Ltd,"Level 20, 40 City Road SouthBank VIC 3006",NO,NO,,,,,,,,,4502661698,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/05/2023,"12,269.07",AUD,Precision Engraving & Laser Cutting,208 Denison St Rockhampton QLD 4700,NO,NO,,,,,,,,,4502663225,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,23/02/2023,"12,267.20",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502631369,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,30/05/2023,"12,265.42",AUD,Grace Removals Group,PO Box L/BAG 2010 Seven Hills NSW 1730,NO,NO,,,,,,,,,4502672009,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PRINTING SERVICES,15/05/2023,"12,243.00",AUD,The Buckner Group,71 Basalt Street Geebung QLD 4034,NO,NO,,,,,,,,,4050470679,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,16/05/2023,"12,193.50",AUD,The Energy Network,PO Box 851 Banyo QLD 4014,NO,NO,,,,,,,,,4502663733,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,9/05/2023,"12,128.60",AUD,Precision Engineering,3 Catalyst Court Bohle QLD 4818,NO,NO,,,,,,,,,4502662738,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",18/05/2023,"12,100.00",AUD,Ultimate Australia Transportation,23 Carl Court Hallam VIC 3803,NO,NO,,,,,,,,,4502664401,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/04/2023,"12,100.00",AUD,Orange Hire,PO Box 358 Blacktown QLD 2148,YES,NO,,,,,,,,,4502650924,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,23/05/2023,"12,071.07",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502666783,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/04/2023,"12,030.43",AUD,Mobile Test N Cal Australia Pty Ltd,28 Staple Street Seventeen Mile Rocks QLD 4073,YES,NO,,,,,,,,,4502650582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,19/05/2023,"11,935.00",AUD,Holovision 3D Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502664491,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,16/05/2023,"11,873.53",AUD,AFL Telecommunications Australia Pt,93-97 Merrindale Drive Croydon South VIC 3136,NO,NO,,,,,,,,,4502663843,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REFRIG & A/C EQUIP,15/05/2023,"11,857.60",AUD,Liftronic Pty Limited,153 Beauchamp Road Matraville NSW 2036,NO,NO,,,,,,,,,4502663533,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,3/05/2023,"11,733.70",AUD,Ken Ball Plumbing,6 Lockyer Street Kleinton QLD 4352,NO,NO,,,,,,,,,4502661625,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,9/05/2023,"11,655.00",AUD,SWQ Training Pty Ltd,46-48 Croft Crescent Harristown QLD 4350,NO,NO,,,,,,,,,4502662613,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/05/2023,"11,508.75",AUD,Redleaf Environmental,456 Ruthven Street Toowoomba QLD 4350,NO,NO,,,,,,,,,4502661687,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/04/2023,"11,468.69",AUD,Transmarine Asia Pacific Pty Ltd,76-84 Waterway Drive Coomera QLD 4209,YES,NO,,,,,,,,,4502651808,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,23/08/2022,"11,441.38",AUD,ALS Industrial Pty Ltd,46 Chapple Street Gladstone QLD 4680,YES,NO,,,,,,,,,4502565181,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,26/05/2023,"11,425.04",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,NO,NO,,,,,,,,,4502667412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/05/2023,"11,422.40",AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502667308,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,30/05/2023,"11,418.00",AUD,Converge International Pty Ltd,255 Bourke Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502671970,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/05/2023,"11,320.28",AUD,Mega Electrics AUS,93 Rochedale Road Rochdale QLD 4123,NO,NO,,,,,,,,,4502667671,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,24/05/2023,"11,301.18",AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502666950,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,9/05/2023,"11,250.00",AUD,Nykkos Earthworks,PO Box 736 Manunda Cairns QLD 4870,NO,NO,,,,,,,,,4502662622,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/05/2023,"11,190.08",AUD,Thew & McCann Pty Ltd,PO Box 1796 Cleveland QLD 4163,NO,NO,,,,,,,,,4502666755,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,8/05/2023,"11,167.31",AUD,Category 5 Labour Management,331 Ingles Street Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502662436,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/05/2023,"11,160.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502664016,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,31/05/2023,"11,150.00",AUD,Paroo Shire Council,PO Box 75 Cunnamulla QLD 4490,NO,NO,,,,,,,,,4502672087,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/05/2023,"11,110.00",AUD,Magnetic Automation Pty Ltd,8 Riverland Drive Loganholme QLD 4129,NO,NO,,,,,,,,,4502664375,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/05/2023,"11,100.54",AUD,Alpha Rail,53 Link Drive Yatala QLD 4207,NO,NO,,,,,,,,,4502672014,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",22/05/2023,"11,088.00",AUD,Corbet Quarries Pty Ltd,3 Corbet Road Gympie QLD 4570,NO,NO,,,,,,,,,4502666499,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/05/2023,"11,000.00",AUD,Watkins Steel Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502667254,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,31/05/2023,"11,000.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502672113,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/05/2023,"10,956.00",AUD,Solo Tooling,21 Pedder Street Albion QLD 4010,NO,NO,,,,,,,,,4502663008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/05/2023,"10,956.00",AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502662000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,25/05/2023,"10,874.70",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502667211,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,2/05/2023,"10,868.00",AUD,Mears Construction & Training P/L,Lot 1 Hynes Street South Johnstone QLD 4859,NO,NO,,,,,,,,,4502661439,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",24/05/2023,"10,835.00",AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502666863,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",23/05/2023,"10,835.00",AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502666817,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,30/05/2023,"10,814.27",AUD,DSTechwrite,PO Box 298 Brendale QLD 4500,NO,NO,,,,,,,,,4502671966,,,,,
