Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRONIC COMPONENT,4/07/2022,12982.2,AUD,Frauscher Sensor Technology,84 William Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502522546,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/05/2022,12957.12,AUD,Freudenberg Sealing Technologies Pt,42 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502521908,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/05/2022,12726.78,AUD,Langford Metal Industries Pty Ltd,44 Curtin Avenue West Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502521987,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/04/2022,12650.01,AUD,ABSS,18 Beckett Avenue Keilor East VIC 3033,NO,NO,,,,,,,,,4502529171,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/04/2022,12645.6,AUD,Pandrol Australia Pty Ltd,7 Bessemer Street Blacktown NSW 2148,NO,NO,,,,,,,,,4502524038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/12/2021,12637.13,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502494942,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,4/11/2022,12574.1,AUD,Mobile Test N Cal Australia Pty Ltd,11 River Road Dinmore QLD 4303,NO,NO,,,,,,,,,4502522822,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/04/2022,12518,AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,NO,NO,,,,,,,,,4502524624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,4/07/2022,12463,AUD,Australian Soil and Concrete,17 De-Havilland Crescent Ballina NSW 2478,NO,NO,,,,,,,,,4502522394,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/08/2022,12258.07,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502522704,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,28/04/2022,12258.07,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502529772,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/01/2022,12204.39,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502503213,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,20/04/2022,12056,AUD,Rail Control Systems Australia Pty,136 Exhibition Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502524097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",InterCAD SolidWorks Annual Sub,4/05/2022,12024.1,AUD,Intercad Pty Ltd,20 Bridge Street Pymble NSW 2073,NO,NO,,,,,,,,,4502522039,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/04/2022,11800.8,AUD,BAC Systems Pty Limited,195 Power Street Glendenning NSW 2761,NO,NO,,,,,,,,,4502523350,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/04/2022,11748.36,AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502530070,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/01/2022,11715,AUD,Allmet Engineering C/-Allmet,40 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502521477,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/07/2022,11649,AUD,Smart Engineering (QLD) Pty Ltd,101-109 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502522554,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,19/04/2022,11550,AUD,Royal Wolf Trading Australia Pty Lt,754-762 Ingham Road Bohle QLD 4818,NO,NO,,,,,,,,,4502523842,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/06/2022,11523.6,AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502522236,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/01/2022,11507.65,AUD,RS Components Pty Limited,25 Pavesi Street Smithfield NSW 2164,NO,NO,,,,,,,,,4502521528,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/04/2022,11481.25,AUD,Australian Rail Technology Pty Ltd,10 Brennan Close Hornsby NSW 2077,NO,NO,,,,,,,,,4502526889,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,27/04/2022,11390.5,AUD,Total Building Maintenance-Qld,PO Box 381 Virginia QLD 4014,NO,NO,,,,,,,,,4502529549,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/06/2022,11330,AUD,Purcell's Engineering Pty Ltd,5 Helen Street Gladstone QLD 4680,NO,NO,,,,,,,,,4502522164,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,4/06/2022,11308,AUD,Australian Soil and Concrete,17 De-Havilland Crescent Ballina NSW 2478,NO,NO,,,,,,,,,4502522279,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/01/2022,11217.34,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050451128,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/01/2022,11156.29,AUD,Huber & Suhner Pty Ltd,PO Box 6201 Frenchs Forest NSW 2086,NO,NO,,,,,,,,,4502521495,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/11/2022,11152.02,AUD,Joe Bradley Fibreglass Pty Ltd,PO Box 5090 Brendale QLD 4500,NO,NO,,,,,,,,,4502522836,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/04/2022,11152.02,AUD,Joe Bradley Fibreglass Pty Ltd,PO Box 5090 Brendale QLD 4500,NO,NO,,,,,,,,,4502524021,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/05/2022,11129.25,AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502521875,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,28/04/2022,11093.83,AUD,All Rail Services Pty Ltd,12 Banka Avenue Jacobs Well QLD 4208,NO,NO,,,,,,,,,4502529751,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/07/2022,11058.85,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502522567,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PIPE TUBE HOSE & FIT,14/04/2022,11000,AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502523529,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,20/04/2022,11000,AUD,MRWED Training & Assessment,Po Box 325 Caboolture QLD 4510,NO,NO,,,,,,,,,4502524071,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,27/04/2022,11000,AUD,Michael Horman Transport Pty Ltd,PO Box 75 Barcaldine QLD 4725,NO,NO,,,,,,,,,4502529080,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,28/04/2022,11000,AUD,MRWED Training & Assessment,Po Box 325 Caboolture QLD 4510,NO,NO,,,,,,,,,4502529783,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,24/02/2022,11000,AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,YES,NO,,,,,,,,,4502510068,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,3/03/2022,11000,AUD,Australian Business Lawyers,140 Arthur Street North Sydney QLD 2060,YES,NO,,,,,,,,,4502512811,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,27/04/2022,10994.5,AUD,Virginia Auto Electrical,15 Matheson Street Virginia QLD 4014,NO,NO,,,,,,,,,4502528210,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/11/2022,10967.55,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502522923,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/08/2022,10903.2,AUD,Blue Electronics,PO Box 171 West Burleigh QLD 4219,NO,NO,,,,,,,,,4502522676,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,4/12/2022,10890,AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502523077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/12/2022,10842.7,AUD,Nut & Bolt Factory,22 Deshon Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502523173,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/06/2022,10820.7,AUD,IBISWorld Pty Ltd,1 Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502522116,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/11/2022,10786.6,AUD,Flexihire Pty Ltd,PO Box 29 Brisbane Markets QLD 4106,NO,NO,,,,,,,,,4502522820,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/04/2022,10747.69,AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502529742,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,19/04/2022,10617.75,AUD,Bruman Rigging & Recovery,141 Enterprise Street Bohle QLD 4816,NO,NO,,,,,,,,,4502523772,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/08/2022,10582,AUD,Blue Electronics,PO Box 171 West Burleigh QLD 4219,NO,NO,,,,,,,,,4502522668,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,4/08/2022,10575.53,AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502522688,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/04/2022,10516,AUD,Powerbox Australia Pty Ltd,PO Box 128 Mount Kuring-Gai NSW 2080,NO,NO,,,,,,,,,4502528636,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 'YOUR STATION' AUDIO DESCRIPTIONS,31/03/2022,10500,AUD,Evolution Studios,89 Mary Street Toowoomba QLD 4350,NO,NO,,,,,,,,,CW2299920,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,28/04/2022,10446.1,AUD,Fluid Industries Plumbing Pty Ltd,60 Iindah Road West Maryborough QLD 4650,NO,NO,,,,,,,,,4502529944,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,21/04/2022,10362,AUD,Control Components Pty Ltd,15-23 Kumolla Road Miranda NSW 2228,NO,NO,,,,,,,,,4502524326,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/07/2022,10361.47,AUD,Penske Power Systems,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502522468,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,13/04/2022,10274,AUD,Gary Romano Building,PO Box 1404 Innisfail QLD 4860,NO,NO,,,,,,,,,4502523401,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/04/2022,10250.81,AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502530207,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,4/08/2022,10250,AUD,SAI Global Ltd,680 George Street Sydney NSW 2000,NO,NO,,,,,,,,,4502522665,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/04/2022,10216.8,AUD,Schiavello Systems (Qld) Pty Ltd,PO Box 1225 Milton QLD 4064,NO,NO,,,,,,,,,4502529667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,19/04/2022,10195.2,AUD,Neverfail Springwater,1 Tolmer Place Springwood QLD 4127,NO,NO,,,,,,,,,4502523738,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/04/2022,10180.5,AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502524119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/04/2022,10158.78,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502521661,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",9/03/2022,10090.3,AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,YES,NO,,,,,,,,,4502513701,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,14/04/2022,10087.86,AUD,Queensland Sheet Metal Roofing,64 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502523464,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/08/2022,10025.4,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502522656,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/06/2022,10021.44,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502522238,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/04/2022,44100,GBP,Imperial College Projects Limited,58 Prince's Gate London LO SW72PG,NO,NO,,,,,,,,,4502524052,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/01/2022,2024990,JPY,Hitachi Australia Pty Ltd,123 Epping Road North Ryde NSW 2113,NO,NO,,,,,,,,,4502521566,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TCS - 2022 XLTS DEV ANGULARJS,31/03/2022,28000,USD,HeroDevs LLC dba XLTS dev,9561 S 700 E #201 Sandy UT 84070,NO,NO,,,,,,,,,CW2300944,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 - WHEELSET OVERHAULS - DOWNER,3/06/2019,30200000,AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,YES,NO,OPEN,,Stand-alone Agreement,Unlimited,"Non-Price Criteria
1. Technical Conformance & Capability - 30%
2. Non-Technical Capability & Project Experience - 30%
3. Capacity & Turnaround Time - 20%
4. Engineering Support, Warranty and Quality Control - 10%
5. Commercial Compliance - 5%
6. Safety - 5%
Total - 100%

Price Criteria
Motor Wheelset Overhaul (Excluding free-issued materials) - 40%
Trailer Wheelset Overhaul (Excluding free-issued materials) - 40%
Fixed Price Variations - 20%
Total - 100%

Overall Criteria
Non-Price - 70%
Price - 30%
Total - 100%",Provision/delivery of Wheelset Overhauls,NA,"The Contractor:
(a) must unless otherwise stated in this Contract, use good quality, new or refurbished, and undamaged original equipment manufacturer Materials for the WUC which must be proper, adequate and suitable for the purposes which a Professional Contractor would infer from this Contract, but must not use refurbished Materials without the prior written approval of Queensland Rail;
(b) may, so as to minimise costs and lead times, use suitable parts held by the Contractor in its existing stock, provided that such parts are good quality, adequate and suitable for use in the WUC;
(c) must perform the WUC in a good, proper and workmanlike manner and to the best practice and standard of care, skill, judgement and diligence expected of a Professional Contractor;
(d) warrants that the Equipment, Materials and their integration to the Parent Unit, when completed, will be fit for the purpose specified in, or that can reasonably be inferred from, the Scope of Work and comply with the requirements of this Contract; and
(e) warrants that both it and its Personnel have the skill and expertise to carry out all of the Contractor's obligations under this Contract.",CW2274768,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 SOUTH BANK STATION PLATFORM 1 UPGRADE,21/05/2021,16825550,AUD,Hutchinson Builders,584 Milton Road Toowong QLD 4066,YES,NO,OPEN,,Stand-alone Agreement,Unlimited,"Quality of Design Management and Consultant Team (15%)
Resourcing of Project Management Team & Depth of Alternate Resources for Key Positions (15%)
Project Appreciation Methodology Constructability (35%)
Program and Program of Works (15%)
Project Risk (15%)
Local Content & Social Procurement (5%)

Price Criteria: Acceptable/Unacceptable",South Bank Rail Station Platform 1 upgrade,"Close Contractor Submissions
Appointment of Contractor
Design Complete & IFC Documents Issued
Commence Works on Site
Commence Piling Works (In PFW)
Piling Works Complete
Commence Services & Footing Works
Commence Precast Copes Installation
First Pour Concrete Slab Platform Raising Poured - At Grids 17 to 23 (Pour 1) (Slabs First Then Awnings Methodology Across to Grid 10)
Commence Steel Awning Canopy Erection - At Grids
Steel Awning Canopy Erection & Roof Complete - At Grid 11 (Methodology Change After Grid 11 to Awnings First)
Concrete Slab Platform Raising Works up to Grid 10 Complete - Pour 16 (Methodology Change After Pour 16 to Awnings First)
Commence Steel Awning Canopy Erection - At Grids 5 to 11 (Altered Methodology From Grid 11 back to Awnings First)
Commence Slab Platform Raising Works Past Grid 10 - Pour 17 (Altered Methodology From Grid 10 back to Awnings First)
All Awnings Canopy's Complete
New Ramp Roof Complete
All Concrete Slab Works Complete
All Awning & Platform Finishes Complete
Ramp Upgrades Commence
Screens Installed
Works to Grids 17 to 23 Complete / Platform Section Open for Use
Works to Grids 11 to 17 Complete / Platform Section Open for Use
Works to Grids 5 to 11 Complete / Platform Section Open for Use
Works to Grids 1 to 5 Incl. Lift Complete / Platform Section Open for Use
Ramp Upgrades Complete
Project Complete","The Contractor shall carry out and complete the WUC in accordance with the Contract and Directions authorised by the Contract.
The Principal shall pay the Contractor:
a) for work for which the Principal accepted a lump sum, the lump sum; and
b) for work for which the Principal accepted rates, the sum of the products ascertained by multiplying the measured quantity of each section or item of work actually carried out under the Contract by the rate accepted by the Principal for the section or item, adjusted by any additions or deductions made pursuant to the Contract.",CW2292476,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","QITC 2022 DATA NETWORK EQUIPMENT SUPPLY, MAINTENANCE AND SUPPORT",5/05/2022,15795658,AUD,Data #3 Limited,67 High Street Toowong QLD 4066,NO,NO,OPEN,,Stand-alone Agreement,Unlimited,"Technical Compliance to Specification - 20%
Organisational Experience and Organisation Level Capability - 10%
Key Personnel, Subcontractors, Individual Capability, Availability and Location - 5%
Service Levels and Support - 10%
Value Adds and Flexibility - 5%
Product Roadmap - 5%
QLD ICT Small and medium enterprise (SME) Participation Scheme (Procurement Assessment) - 10%
Comparison of lump sum tendered price - 33%
Comparison of professional services rate card - 2%
Total - 100%","Purchase of Cisco hardware, firmware and other branded products (e.g. equipment for telecoms) and the maintenance/support. Includes replacement of equipment and purchase of new equipment and firmware.",NA,"Without limiting any other provision of the Contract, the Supplier must:
(a) provide the Deliverables in accordance with the Contract;
(b) meet all Delivery Dates specified in the Order Documents or as otherwise agreed in writing, and perform all other obligations in a prompt, diligent and competent manner, and with due care and skill;
(c) provide, manage and maintain sufficient resources, including Personnel, equipment and facilities, to enable it to fulfil its obligations under the Contract;
(d) ensure that all Deliverables are of a high quality, professional standard and fit for their usual purpose and meet the Requirements;
(e) comply with all reasonable directions of the Customer in relation to the Supplier’s performance of the Contract; and
(f) do anything and execute any document that the Customer reasonably requests, to give effect to the Contract.

If specified in the Details, the parties must conduct a service and performance review of the Supplier’s performance of the Contract at the intervals specified in the Details.
All reviews must be undertaken by representatives of both parties who have the authority, responsibility and relevant expertise in financial and operational matters appropriate to the nature of the review.
Either party may initiate an additional review of the Contract by written notice to the other party.",CW2299438,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 SUPPLY OF NETWORK PROTECTION OFFICER SERVICES - JBE SERVICES,31/08/2018,12652200,AUD,JBE Services,PO Box 5107 Brendale QLD 4500,YES,NO,OPEN,,Member of a panel,Unlimited,"1. Experience & Capability - 12.5%
2. Mobilisation and Recruitment - 25%
3. Service Methodology, Training & Accreditation - 20%
4. Key Personnel - 32.5%
5. Quality Management - 5%
6. Safety Management - 6%",Supply of Network Protection Officer Services,Not applicable,"Queensland Rail may conduct periodic reviews of the provision of the Services to assess the Contractor's performance, to seek improvements in the provision of the Services and to resolve any issues that may arise. The Contractor must cooperate in the review process by supplying Queensland Rail with any documents reasonably required by Queensland Rail and must comply with all recommendations that result from the review.",CW2269357,,CW2260305,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 - B.04669 -DTT MIDLIFE AND 8 YEAR OVERHAUL,12/02/2021,6800000,AUD,Downer EDI Rail,PO Box 211 Maryborough QLD 4650,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2290891,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 SERVICE AND MAINTENANCE OF SECURITY AND BUILDING MANAGEMENT SYSTEMS,2/07/2019,4556800,AUD,Honeywell Limited,19 Corporate Drive Cannon Hill QLD 4170,YES,NO,OPEN,,,,,,,,CW2276117,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 CAPACITY INVESTIGATIONS - EIOP (WOG SOA - QGP0050-18 T1 AND T3) - DELOITTE,2/08/2021,3203577,AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,,CW2293098,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2015 CONTRACT MANAGEMENT CONSULTANCY - DOUGLAS,22/12/2016,2645261.9,AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2244284,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2017 PROJECT MANAGER RAIL INFRASTRUCTURE PROGRAM (DEAN MORLEY),1/02/2017,2348631,AUD,Interface Rail Engineering Pty Ltd,470 Collins Street Melbourne VIC 3000,YES,NO,OPEN,,,,,,,,CW2254163,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 WHOLE OF GOVERNMENT LEGAL SERVICES PANEL - MINTER ELLISON,17/06/2016,2262072.38,AUD,Minter Ellison,1 Eagle Street Brisbane Waterfront Place QLD 4000,YES,NO,OPEN,,,,,,,,CW2274508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 IMU120-SMU220 COMPONENENT CHANGE OUT (CCO) INTERIM WORKS - FAIVELEY,23/03/2020,2220446,AUD,Faiveley Transport Australia Ltd,175 James Ruse Drive Rosehill NSW 2142,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2287202,,,,,
